FruMA,
Septin4,
18w,
4EHP,
5-HT2,
A2bp1,
Aats-arg,
aay,
Abd-B,
Abl,
Ac76E,
Ac78C,
ACC,
AcCoAS,
Ace,
Acer,
Ack,
Acp24A4,
Acsl,
Act5C,
Act88F,
Actn,
Ada2b,
ade5,
Adgf-A,
Adgf-C,
Adgf-D,
Adh,
Adhr,
Adk1,
Adk2,
Adk3,
AdoR,
Ag5r,
AGO1,
Ahcy89E,
Akap200,
al,
Ald,
Aldh,
Aldh-III,
Alh,
Alk,
alpha-Adaptin,
alpha-Est10,
alpha-Est7,
alpha-Est8,
alpha-Est9,
alpha-Man-I,
alpha-Man-II,
alt,
Ama,
amn,
Amph,
ana,
Ance,
Ank,
Antp,
aop,
aos,
Aph-4,
aPKC,
app,
apt,
aralar1,
Arc-p34,
Arf51F,
Argk,
arr,
aru,
Asap1,
Asator,
asl,
asparagine-synthetase,
Asph,
Atf3,
Atg1,
Atg12,
Atg13,
Atg5,
atilla,
atl,
ATP7,
Atpalpha,
ATPCL,
ATPsyn-d,
att-ORFA,
Atx2,
aux,
Awh,
B4,
bab1,
babos,
Baldspot,
baz,
bbg,
BBS4,
bchs,
bdg,
be,
beat-Ib,
beat-IIIc,
bel,
Best2,
beta-Spec,
beta4GalNAcTA,
betaCop,
betaggt-II,
betaTub60D,
BG642312,
bgm,
bic,
bif,
bin3,
bip1,
bl,
blot,
blow,
BM-40-SPARC,
bmm,
bnb,
bnl,
boi,
bol,
bon,
bond,
bowl,
br,
Br140,
brat,
brm,
bru-2,
Bsg,
Btk29A,
btsz,
Bub1,
bun,
bur,
bves,
bwa,
Bx,
by,
c11.1,
c12.2,
C1GalTA,
C3G,
Ca-beta,
cact,
CadN2,
CAH1,
CAH2,
CalpA,
cals,
Cam,
CanA-14F,
CanA1,
CAP,
Capr,
caps,
capu,
CASK,
Cbs,
cbt,
CcapR,
CCHa2r,
CCS,
Cct1,
CD98hc,
Cda4,
Cda5,
CDase,
cdc14,
CdGAPr,
cdi,
Cdk12,
Cdk4,
ced-6,
cenG1A,
Cerk,
cert,
Cfp1,
cg,
CG10006,
CG10013,
CG10014,
CG10026,
CG10031,
CG10082,
CG10089,
CG10126,
CG10137,
CG10163,
CG10165,
CG10184,
CG1021,
CG10226,
CG10237,
CG10249,
CG10280,
CG10283,
CG10311,
CG10321,
CG10337,
CG10343,
CG10347,
CG10348,
CG10353,
CG10359,
CG10365,
CG10383,
CG10417,
CG10433,
CG10444,
CG10492,
CG10512,
CG10527,
CG10550,
CG10559,
CG10562,
CG10625,
CG10638,
CG10641,
CG10657,
CG10660,
CG10663,
CG10669,
CG10681,
CG10730,
CG1074,
CG10741,
CG10874,
CG10936,
CG10947,
CG10953,
CG10960,
CG10962,
CG10996,
CG1103,
CG11035,
CG1104,
CG11050,
CG11106,
CG11107,
CG11138,
CG11163,
CG11170,
CG11226,
CG11241,
CG11248,
CG11255,
CG11275,
CG11284,
CG11309,
CG11313,
CG11353,
CG11367,
CG1139,
CG11403,
CG1142,
CG11423,
CG11425,
CG11426,
CG11449,
CG11455,
CG11459,
CG1146,
CG11486,
CG11526,
CG11529,
CG11537,
CG11550,
CG11576,
CG11585,
CG11594,
CG11637,
CG11727,
CG11768,
CG11791,
CG11807,
CG11825,
CG11880,
CG11898,
CG11929,
CG11980,
CG11982,
CG12012,
CG12014,
CG12016,
CG12017,
CG12025,
CG12050,
CG12054,
CG12065,
CG12078,
CG12111,
CG1213,
CG12163,
CG12203,
CG12206,
CG12207,
CG12214,
CG12256,
CG12290,
CG12338,
CG12379,
CG12393,
CG12481,
CG12483,
CG12535,
CG12541,
CG12560,
CG12576,
CG12607,
CG12643,
CG12655,
CG12680,
CG12730,
CG12782,
CG12824,
CG12831,
CG12851,
CG1287,
CG12926,
CG1299,
CG13002,
CG13004,
CG13010,
CG13035,
CG13040,
CG13073,
CG13124,
CG13170,
CG13198,
CG13251,
CG13252,
CG13255,
CG13278,
CG13280,
CG13284,
CG13309,
CG13314,
CG13315,
CG13319,
CG13323,
CG13325,
CG13349,
CG13366,
CG13384,
CG1340,
CG13454,
CG1347,
CG13506,
CG13510,
CG13575,
CG1358,
CG13607,
CG13611,
CG13624,
CG13631,
CG13659,
CG13671,
CG13694,
CG13698,
CG1371,
CG13731,
CG13741,
CG13766,
CG13784,
CG13791,
CG13796,
CG13800,
CG13836,
CG13841,
CG13850,
CG13868,
CG13877,
CG13896,
CG13900,
CG13907,
CG13917,
CG13924,
CG13989,
CG1399,
CG13996,
CG14017,
CG14196,
CG14200,
CG14207,
CG14220,
CG14253,
CG14275,
CG14297,
CG14301,
CG14304,
CG14317,
CG14330,
CG14372,
CG14397,
CG14401,
CG14406,
CG1443,
CG14431,
CG14434,
CG14439,
CG14441,
CG14455,
CG14456,
CG14478,
CG14502,
CG14506,
CG14509,
CG14516,
CG14608,
CG14614,
CG1468,
CG14687,
CG14688,
CG14696,
CG14731,
CG14741,
CG14757,
CG14812,
CG14856,
CG14869,
CG14870,
CG14879,
CG14880,
CG14926,
CG14933,
CG14945,
CG14949,
CG14984,
CG14995,
CG14997,
CG15043,
CG15044,
CG15048,
CG15065,
CG15067,
CG15068,
CG15071,
CG15080,
CG15093,
CG15096,
CG15111,
CG15118,
CG15152,
CG1516,
CG15167,
CG15186,
CG15199,
CG15209,
CG15210,
CG15211,
CG15233,
CG15247,
CG15270,
CG15279,
CG15283,
CG15343,
CG15365,
CG1537,
CG15390,
CG15406,
CG15414,
CG15429,
CG1545,
CG15465,
CG15479,
CG15498,
CG15506,
CG15544,
CG15611,
CG15615,
CG15625,
CG15630,
CG15661,
CG15673,
CG15706,
CG15717,
CG15745,
CG1575,
CG15766,
CG15771,
CG1578,
CG15784,
CG1582,
CG15822,
CG15861,
CG15863,
CG15890,
CG1600,
CG1607,
CG1622,
CG1632,
CG1637,
CG1640,
CG1657,
CG1662,
CG16700,
CG16704,
CG16712,
CG16713,
CG16721,
CG1673,
CG16743,
CG16756,
CG16758,
CG1677,
CG16771,
CG16779,
CG16791,
CG1681,
CG16857,
CG16947,
CG17026,
CG17029,
CG17082,
CG17111,
CG17124,
CG17154,
CG17167,
CG17181,
CG17221,
CG17230,
CG17261,
CG17278,
CG17290,
CG17323,
CG17324,
CG17360,
CG17404,
CG1746,
CG17544,
CG17572,
CG17600,
CG17672,
CG17681,
CG17739,
CG17834,
CG17838,
CG17839,
CG17841,
CG17928,
CG18067,
CG18128,
CG18135,
CG18170,
CG18208,
CG18317,
CG18418,
CG1850,
CG18519,
CG18522,
CG18577,
CG18622,
CG18659,
CG18765,
CG18769,
CG18788,
CG1882,
CG1887,
CG18870,
CG1927,
CG1943,
CG1971,
CG1979,
CG2003,
CG2010,
CG2022,
CG2065,
CG2076,
CG2162,
CG2201,
CG2246,
CG2310,
CG2556,
Cg25C,
CG2641,
CG2747,
CG2765,
CG2781,
CG2789,
CG2837,
CG2865,
CG2893,
CG2991,
CG30015,
CG30020,
CG30046,
CG30051,
CG30062,
CG3008,
CG30089,
CG3009,
CG30103,
CG30118,
CG30122,
CG30127,
CG30154,
CG30159,
CG30196,
CG30203,
CG30281,
CG30286,
CG30323,
CG30344,
CG3036,
CG30377,
CG30389,
CG30421,
CG30424,
CG30432,
CG30456,
CG30457,
CG30460,
CG30463,
CG30497,
CG3078,
CG3091,
CG3092,
CG3097,
CG31019,
CG31038,
CG3104,
CG31053,
CG3106,
CG31075,
CG31097,
CG31100,
CG31102,
CG31122,
CG31145,
CG31174,
CG31176,
CG31178,
CG31183,
CG31191,
CG31219,
CG31226,
CG31229,
CG31230,
CG31274,
CG31296,
CG31320,
CG31321,
CG31324,
CG31368,
CG31370,
CG31414,
CG31415,
CG31431,
CG31436,
CG31459,
CG3149,
CG31515,
CG31523,
CG31547,
CG31559,
CG31626,
CG31635,
CG3164,
CG31663,
CG31673,
CG31676,
CG3168,
CG31688,
CG31689,
CG31705,
CG31706,
CG31710,
CG31729,
CG31735,
CG31743,
CG31751,
CG31777,
CG31778,
CG31785,
CG31810,
CG31848,
CG31862,
CG31886,
CG31904,
CG31918,
CG31974,
CG31975,
CG31976,
CG32000,
CG32032,
CG32043,
CG32066,
CG32103,
CG32104,
CG32115,
CG32137,
CG32138,
CG32174,
CG32181,
CG32237,
CG32260,
CG32264,
CG32280,
CG32354,
CG32365,
CG32369,
CG32373,
CG32428,
CG32437,
CG32440,
CG32447,
CG32473,
CG32479,
CG32512,
CG32521,
CG32549,
CG32638,
CG32676,
CG32687,
CG32698,
CG32699,
CG32719,
CG32758,
CG32762,
CG32773,
CG32792,
CG32795,
CG32812,
CG32813,
CG32816,
CG3287,
CG3292,
CG32982,
CG3301,
CG33054,
CG33056,
CG33080,
CG33099,
CG33111,
CG33158,
CG33177,
CG33181,
CG33223,
CG33229,
CG33232,
CG33252,
CG33260,
CG33275,
CG3328,
CG33281,
CG33298,
CG33465,
CG33474,
CG3348,
CG3349,
CG33509,
CG33523,
CG33630,
CG33631,
CG33648,
CG33671,
CG33672,
CG33679,
CG33687,
CG33688,
CG33723,
CG3376,
CG33791,
CG3386,
CG33958,
CG33969,
CG33970,
CG34010,
CG34039,
CG34045,
CG34050,
CG3409,
CG34104,
CG34113,
CG34129,
CG34130,
CG34135,
CG34136,
CG34140,
CG34144,
CG34162,
CG34172,
CG34179,
CG34220,
CG34229,
CG34252,
CG34260,
CG34303,
CG34313,
CG34325,
CG34340,
CG34353,
CG34380,
CG34383,
CG34394,
CG34398,
CG34401,
CG34402,
CG34409,
CG34417,
CG34422,
CG34439,
CG34449,
CG34451,
CG34459,
CG34460,
CG3473,
CG3513,
CG3523,
CG3604,
CG3609,
CG3621,
CG3630,
CG3632,
CG3650,
CG3669,
CG3702,
CG3764,
CG3770,
CG3777,
CG3781,
CG3800,
CG3808,
CG3814,
CG3829,
CG3831,
CG3835,
CG3837,
CG3842,
CG3847,
CG3902,
CG3916,
CG3927,
CG3940,
CG3942,
CG3967,
CG4004,
CG4019,
CG40467,
CG4066,
CG4068,
CG4096,
CG4151,
CG4159,
CG4165,
CG42231,
CG42235,
CG42238,
CG42240,
CG42255,
CG42258,
CG42300,
CG42321,
CG42324,
CG42327,
CG42331,
CG42336,
CG42340,
CG42342,
CG42346,
CG42351,
CG42353,
CG42354,
CG42362,
CG4238,
CG42388,
CG42389,
CG42390,
CG42456,
CG42458,
CG42486,
CG42495,
CG42514,
CG42516,
CG42533,
CG42542,
CG42559,
CG42560,
CG42591,
CG42593,
CG42637,
CG42638,
CG42656,
CG4266,
CG42666,
CG42668,
CG42669,
CG42671,
CG42672,
CG42674,
CG42676,
CG42678,
CG42680,
CG42684,
CG4269,
CG42693,
CG42694,
CG42697,
CG42699,
CG42708,
CG42714,
CG42732,
CG42747,
CG42749,
CG42752,
CG42764,
CG42788,
CG42794,
CG42795,
CG42797,
CG42818,
CG42833,
CG42837,
CG42867,
CG4288,
CG4297,
CG4301,
CG4302,
CG43050,
CG43051,
CG43069,
CG43091,
CG43098,
CG43107,
CG43110,
CG43120,
CG43129,
CG4313,
CG43130,
CG43131,
CG43138,
CG43143,
CG43149,
CG43154,
CG43165,
CG43173,
CG43174,
CG43175,
CG43243,
CG43248,
CG43253,
CG43287,
CG43313,
CG43315,
CG43325,
CG43326,
CG43340,
CG43341,
CG43367,
CG43373,
CG43386,
CG43389,
CG43392,
CG43394,
CG43427,
CG43444,
CG43658,
CG43674,
CG43693,
CG4393,
CG4455,
CG4459,
CG4462,
CG4476,
CG4495,
CG4500,
CG4558,
CG4598,
CG4607,
CG4622,
CG4629,
CG4646,
CG4662,
CG4674,
CG4679,
CG4729,
CG4733,
CG4753,
CG4797,
CG4822,
CG4825,
CG4829,
CG4911,
CG4928,
CG4951,
CG4991,
CG5001,
CG5002,
CG5004,
CG5038,
CG5059,
CG5103,
CG5122,
CG5130,
CG5142,
CG5151,
CG5167,
CG5168,
CG5191,
CG5224,
CG5235,
CG5254,
CG5290,
CG5315,
CG5321,
CG5322,
CG5346,
CG5347,
CG5355,
CG5361,
CG5381,
CG5390,
CG5404,
CG5421,
CG5432,
CG5445,
CG5455,
CG5508,
CG5522,
CG5527,
CG5535,
CG5541,
CG5550,
CG5567,
CG5577,
CG5589,
CG5618,
CG5630,
CG5687,
CG5704,
CG5726,
CG5758,
CG5776,
CG5792,
CG5807,
CG5810,
CG5830,
CG5835,
CG5849,
CG5853,
CG5867,
CG5888,
CG5910,
CG5946,
CG5953,
CG5955,
CG5958,
CG5966,
CG5973,
CG5991,
CG6000,
CG6006,
CG6020,
CG6043,
CG6045,
CG6048,
CG6051,
CG6067,
CG6074,
CG6115,
CG6126,
CG6142,
CG6145,
CG6149,
CG6154,
CG6163,
CG6175,
CG6191,
CG6194,
CG6206,
CG6218,
CG6225,
CG6231,
CG6232,
CG6234,
CG6259,
CG6287,
CG6293,
CG6294,
CG6299,
CG6310,
CG6333,
CG6340,
CG6347,
CG6356,
CG6357,
CG6361,
CG6385,
CG6398,
CG6420,
CG6424,
CG6426,
CG6481,
CG6498,
CG6568,
CG6574,
CG6678,
CG6701,
CG6707,
CG6723,
CG6734,
CG6739,
CG6767,
CG6785,
CG6805,
CG6812,
CG6834,
CG6845,
CG6847,
CG6888,
CG6891,
CG6904,
CG6908,
CG6910,
CG6928,
CG6945,
CG6950,
CG6954,
CG6966,
CG6983,
CG7023,
CG7029,
CG7083,
CG7102,
CG7110,
CG7112,
CG7115,
CG7140,
CG7197,
CG7220,
CG7222,
CG7224,
CG7227,
CG7267,
CG7272,
CG7280,
CG7320,
CG7324,
CG7328,
CG7337,
CG7362,
CG7369,
CG7408,
CG7432,
CG7458,
CG7484,
CG7510,
CG7514,
CG7530,
CG7536,
CG7556,
CG7557,
CG7560,
CG7567,
CG7607,
CG7694,
CG7702,
CG7720,
CG7768,
CG7777,
CG7781,
CG7798,
CG7804,
CG7816,
CG7841,
CG7884,
CG7888,
CG7900,
CG7987,
CG7991,
CG8026,
CG8034,
CG8036,
CG8051,
CG8066,
CG8080,
CG8086,
CG8090,
CG8108,
CG8116,
CG8149,
CG8176,
CG8177,
CG8180,
CG8206,
CG8223,
CG8249,
CG8306,
CG8312,
