FruMB,
14-3-3epsilon,
4EHP,
5-HT7,
ASPP,
Abl,
Ac3,
Act57B,
Adgf-A,
Alh,
AlstR,
Ank2,
Antp,
Appl,
Argk,
Art2,
Asator,
Atx2,
Awh,
B-H2,
Best4,
Blimp-1,
Brd,
Bsg25A,
Btk29A,
Bx,
CG10104,
CG10195,
CG10202,
CG10440,
CG10479,
CG10750,
CG10887,
CG1090,
CG10910,
CG10950,
CG11093,
CG1124,
CG11251,
CG11313,
CG11318,
CG11356,
CG11368,
CG11373,
CG1138,
CG11425,
CG11550,
CG11666,
CG11726,
CG11755,
CG11929,
CG12007,
CG12362,
CG12374,
CG12438,
CG12496,
CG12535,
CG12541,
CG12605,
CG12689,
CG12708,
CG12721,
CG1299,
CG1304,
CG13130,
CG13163,
CG1324,
CG13251,
CG13300,
CG13305,
CG13321,
CG13325,
CG13334,
CG13405,
CG13624,
CG13678,
CG13700,
CG13792,
CG13872,
CG13891,
CG13896,
CG13897,
CG13898,
CG13905,
CG14050,
CG14247,
CG14282,
CG14330,
CG14457,
CG14459,
CG14478,
CG14505,
CG14521,
CG14658,
CG14659,
CG14662,
CG14760,
CG14762,
CG14820,
CG14861,
CG14872,
CG14926,
CG15040,
CG15145,
CG15147,
CG15186,
CG15233,
CG15270,
CG15279,
CG15283,
CG15293,
CG15425,
CG15429,
CG15452,
CG15478,
CG15544,
CG15555,
CG15646,
CG15711,
CG15925,
CG16721,
CG1677,
CG16778,
CG16791,
CG17300,
CG17341,
CG17350,
CG17508,
CG17838,
CG17999,
CG18109,
CG18139,
CG18249,
CG18265,
CG1835,
CG18404,
CG18586,
CG1958,
CG2022,
CG2053,
CG2217,
CG2267,
CG2854,
CG2865,
CG2955,
CG30002,
CG30020,
CG30051,
CG30413,
CG30421,
CG30429,
CG30430,
CG3092,
CG31010,
CG31195,
CG31206,
CG31493,
CG31523,
CG31639,
CG31709,
CG31769,
CG31787,
CG32105,
CG32111,
CG32181,
CG32182,
CG32196,
CG3227,
CG32373,
CG32436,
CG32462,
CG32541,
CG32652,
CG32676,
CG32773,
CG32797,
CG32816,
CG32983,
CG32986,
CG33309,
CG33325,
CG33467,
CG33483,
CG3349,
CG33680,
CG33704,
CG33773,
CG33795,
CG33796,
CG33798,
CG33960,
CG33988,
CG34038,
CG34039,
CG34057,
CG3407,
CG3408,
CG34113,
CG34173,
CG34252,
CG34286,
CG34304,
CG34353,
CG34355,
CG34371,
CG34380,
CG34400,
CG34432,
CG34433,
CG3473,
CG3502,
CG3650,
CG3655,
CG3663,
CG3702,
CG3822,
CG3835,
CG3841,
CG3942,
CG41434,
CG4161,
CG42238,
CG42248,
CG42329,
CG42337,
CG42340,
CG42492,
CG42502,
CG42506,
CG42507,
CG42534,
CG42597,
CG42613,
CG42663,
CG42666,
CG42674,
CG42684,
CG42693,
CG42710,
CG42712,
CG42719,
CG42736,
CG42740,
CG42747,
CG42750,
CG42755,
CG42758,
CG42807,
CG42831,
CG42848,
CG42850,
CG42852,
CG4293,
CG43106,
CG43116,
CG43131,
CG43132,
CG43150,
CG43198,
CG43202,
CG43203,
CG43245,
CG43253,
CG43278,
CG4328,
CG43288,
CG43329,
CG43330,
CG43335,
CG43337,
CG43362,
CG43402,
CG43404,
CG43444,
CG43448,
CG43658,
CG43691,
CG4467,
CG4477,
CG4704,
CG4766,
CG5103,
CG5142,
CG5194,
CG5361,
CG5397,
CG5555,
CG5888,
CG5910,
CG6118,
CG6163,
CG6175,
CG6234,
CG6262,
CG6520,
CG6739,
CG6914,
CG6954,
CG7051,
CG7077,
CG7094,
CG7229,
CG7560,
CG7587,
CG7603,
CG7627,
CG7720,
CG7800,
CG7804,
CG7971,
CG8112,
CG8128,
CG8249,
CG8298,
CG8359,
CG8401,
CG8547,
CG8611,
CG8786,
CG8830,
CG8841,
CG8964,
CG9235,
CG9328,
CG9350,
CG9380,
CG9466,
CG9468,
CG9483,
CG9650,
CG9682,
CG9701,
CG9837,
CG9883,
CG9962,
CR31044,
CR31386,
CR31647,
CR32730,
CR33218,
CR33963,
CR34046,
CR34052,
CR42721,
CR43280,
CR43283,
CR43297,
CR43298,
CR43299,
CR43302,
CR43304,
CR43306,
CR43334,
CR43372,
CR43409,
CR43424,
CR43426,
CR43431,
CR43432,
CR43437,
CR43478,
CR43491,
CR43492,
CR43613,
CR43614,
CR43621,
CR43622,
CR43635,
CR43652,
CR43713,
CR43721,
CadN,
Ccp84Ab,
CecC,
Cerk,
Cg25C,
Cha,
CheA84a,
Cip4,
Cnx99A,
Con,
Cpr100A,
Cpr35B,
Cpr60D,
Cpr65Ay,
Cpr65Az,
Cpr66D,
CycE,
Cyp12e1,
Cyp313a3,
Cyp6v1,
D,
Dhc36C,
Dic3,
Dl,
Dll,
Doc2,
Drl-2,
Dscam,
Dscam2,
Dup99B,
E(spl),
E2f,
EcR,
Eh,
Eip75B,
Ela,
Epac,
Ero1L,
Ets65A,
Fas3,
Fer1,
Fer2,
Fer2LCH,
Fie,
Fili,
Fis1,
GATAe,
Gad1,
Gef64C,
Glut1,
Gug,
HGTX,
HLHm7,
HLHmdelta,
HLHmgamma,
Hmx,
Hph,
Hr39,
Hr51,
Hs6st,
Hsp23,
Hsromega,
Ih,
Imp,
Indy,
Ir48b,
KP78a,
KP78b,
Kdm4B,
Kr,
KrT95D,
L,
LS2,
Lac,
Lim1,
Lim3,
Lin29,
Liprin-gamma,
Lk6,
Lsp1gamma,
MYPT-75D,
Mad,
Men,
Mnt,
Msi,
Msp-300,
Muc26B,
Mur2B,
N,
NetA,
Neurochondrin,
Nlg1,
Nplp1,
Nrg,
Nrt,
Nrx-IV,
Nup44A,
Obp56g,
Obp56h,
Obp99d,
OdsH,
Oli,
Optix,
Or56a,
Or67c,
Or67d,
PH4alphaEFB,
PHDP,
Peb,
Pka-C2,
Pka-R1,
Pole2,
Poxn,
Prat2,
Prosalpha3T,
Prx3,
PsGEF,
Psc,
Ptp10D,
Ptp61F,
Ptp99A,
Ptx1,
Pur-alpha,
RIC-3,
Rca1,
Ref2,
Ret,
Rfx,
RhoGAP19D,
RpL13,
RpL40,
RunxB,
Rx,
SF1,
SIFR,
SKIP,
SP2353,
Sema-1a,
Ser,
Sfp36F,
Sfp70A4,
Sgs5,
SmD1,
Smr,
Sox102F,
Sox21b,
SoxN,
Sp1,
Spn7,
Sr-CI,
Sr-CIII,
Ssadh,
Su(z)2,
Syt1,
Sytbeta,
Takl1,
Ten-a,
Thd1,
Tim17b2,
Tis11,
Toll-6,
Tom,
Traf4,
Trl,
Tsp42El,
Uba1,
Ubc-E2H,
Ugt37b1,
VAChT,
VGlut,
Vsx2,
Wnt10,
X11Lbeta,
a5,
acj6,
ap,
app,
apt,
ara,
arg,
arm,
ase,
ato,
bab1,
beat-Ia,
beat-VI,
bi,
bib,
br,
brat,
bru-3,
bt,
btd,
bun,
bxd,
can,
caps,
cas,
cenG1A,
chinmo,
chn,
cindr,
cnn,
cno,
comm,
corto,
crol,
ct,
dac,
dap,
disco,
disco-r,
dlp,
dm,
dmrt99B,
dnc,
dock,
dpn,
dpr11,
dpr18,
drl,
dup,
dve,
eap,
ebd2,
ed,
eg,
egr,
elav,
en,
erm,
exex,
ey,
eya,
fas,
fax,
fd59A,
fend,
fkh,
flw,
fne,
fra,
fred,
fru,
ftz,
fz,
fz2,
gl,
glec,
gol,
grh,
grim,
grn,
grp,
gsb-n,
gt,
gukh,
h,
ham,
hbn,
hdc,
heph,
hkb,
hth,
hydra,
inx7,
jar,
jigr1,
jing,
jumu,
kek1,
kek5,
kirre,
kis,
klar,
klg,
klu,
kn,
kni,
kuz,
l(1)G0007,
l(1)G0469,
l(1)sc,
l(3)neo38,
lab,
lbk,
lbl,
lea,
lilli,
lin-28,
lobo,
lola,
luna,
m6,
mam,
mamo,
mas,
mbl,
mid,
mld,
mrj,
msi,
msn,
msopa,
mspo,
mub,
nAcRalpha-34E,
nAcRbeta-96A,
nab,
nan,
nerfin-1,
neur,
nkd,
nmo,
noc,
nrv3,
nub,
numb,
nvy,
odd,
ogre,
olf413,
onecut,
opa,
osa,
otk,
p130CAS,
pan,
path,
pbl,
pburs,
pdm2,
ph-d,
ph-p,
phyl,
pico,
pk,
pncr002:3R,
pnt,
pnut,
pog,
ppa,
pros,
pum,
px,
pyd,
pyr,
qkr54B,
rad,
rdo,
rdx,
retn,
rg,
rib,
robo,
rpr,
run,
rux,
sala,
salr,
sba,
sbb,
sc,
sca,
scramb1,
scrt,
sd,
sens-2,
shakB,
shg,
sick,
side,
skd,
skpD,
skpE,
sli,
sll,
slou,
slp1,
slp2,
sm,
snRNA:U11,
snRNA:U2:14B,
snRNA:U3:22A,
snRNA:U4:38AB,
snRNA:U5:14B,
sna,
snky,
sowah,
spen,
sphinx,
spi,
spri,
sprt,
spz5,
sqz,
ssp3,
stai,
stan,
stg,
svp,
tRNA:CR30506,
tRNA:CR31485:Psi,
tRNA:CR31942,
tRNA:CR32128,
tRNA:CR32129,
tRNA:CR32456,
tRNA:CR32460,
tRNA:K2:56EF,
tRNA:M-i:61D,
tRNA:R:12Ec,
tRNA:R:12Ed,
tai,
tap,
tara,
ths,
tll,
tna,
toc,
tou,
tow,
toy,
trh,
ttm2,
unc-104,
unc-5,
uzip,
veil,
vnd,
vvl,
wech,
wge,
wor,
wuc,
yip3,
ymp,
zf30C,
zfh1,
zfh2,